id,circonscription,numPanneau,nom,prenom,civilite,codeNuance,libelleNuance
384,011-01,8,PEREZ,Laurent,M.,LR,Les Républicains
385,011-01,9,COURRIÈRE CALMON,Sophie,Mme,SOC,Parti socialiste
386,011-01,10,HÉRIN,Danièle,Mme,ENS,Ensemble ! (Majorité présidentielle)
387,011-02,1,ROCHER,Edouard,M.,RDG,Parti radical de gauche
388,011-02,2,FALCON,Frédéric,M.,RN,Rassemblement National
389,011-02,3,VASSEUR,Baptiste,M.,DVG,Divers gauche
390,011-02,4,MONTERO-VALLE,Valérie,Mme,ECO,Ecologistes
391,011-02,5,LENFANT,Gérard,M.,DIV,Divers
392,011-02,6,THOMAS,Francis,M.,DSV,Droite souverainiste
393,011-02,7,CALGARO,Christian,M.,DVC,Divers centre
394,011-02,8,THIVENT,Viviane,Mme,ECO,Ecologistes
395,011-02,9,CAMBON,Cyril,M.,ECO,Ecologistes
396,011-02,10,VIGIER,Annette,Mme,DXG,Divers extrême gauche
397,011-02,11,DARAUD,Jean-François,M.,REC,Reconquête !
398,011-02,12,PEREA,Alain,M.,ENS,Ensemble ! (Majorité présidentielle)
399,011-02,13,ESTRADE,Quentin,M.,LR,Les Républicains
400,011-02,14,MIRABILE,Fabien,M.,ECO,Ecologistes
401,011-03,1,TURCHETTO,Aurélien,M.,RDG,Parti radical de gauche
402,011-03,2,MARTINEZ,Pierre,M.,ECO,Ecologistes
403,011-03,3,RANCOULE,Julien,M.,RN,Rassemblement National
404,011-03,4,HABERT,Martine,Mme,DSV,Droite souverainiste
405,011-03,5,DUCOM,Valérie,Mme,REC,Reconquête !
406,011-03,6,MARTIN,Michel,M.,DXG,Divers extrême gauche
407,011-03,7,ROBERT,Mireille,Mme,ENS,Ensemble ! (Majorité présidentielle)
408,011-03,8,ADDA--NETTER,Johanna,Mme,FI,La France Insoumise
409,011-03,9,CROS,Jacques,M.,ECO,Ecologistes
410,011-03,10,POTTIER,Carine,Mme,UDI,Union des Démocrates et des Indépendants
411,011-03,11,GALONNIER,Dominique,M.,DXG,Divers extrême gauche
412,012-01,1,DA CRUZ,Antoine,M.,DVD,Divers droite
413,012-01,2,BES DE BERC,Godefroy,M.,REC,Reconquête !
414,012-01,3,MAZARS,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle)
415,012-01,4,PLANE,Julia,Mme,RN,Rassemblement National
416,012-01,5,SAINT-AVIT,Arlette,Mme,DXG,Divers extrême gauche
417,012-01,6,BESSAOU,Magali,Mme,LR,Les Républicains
418,012-01,7,DUMAY,Marie-Françoise,Mme,ECO,Ecologistes
419,012-01,8,THEBAULT,Léon,M.,ECO,Ecologistes
420,012-01,9,ARMET,Jean-Philippe,M.,DSV,Droite souverainiste
421,012-02,1,DEGUARA,Samuel,M.,ENS,Ensemble ! (Majorité présidentielle)
422,012-02,2,ALEXANDRE,Laurent,M.,FI,La France Insoumise
423,012-02,3,AT,André,M.,LR,Les Républicains
424,012-02,4,BARTHE,Florian,M.,DVD,Divers droite
425,012-02,5,LELEU,Bruno,M.,RN,Rassemblement National
426,012-02,6,DUVAL,Dominique,M.,REC,Reconquête !
427,012-02,7,EL HEDRI,Lucile,Mme,DXG,Divers extrême gauche
428,012-02,8,CANTOURNET,Eric,M.,RDG,Parti radical de gauche
429,012-02,9,VIDAL,Jean-Luc,M.,DSV,Droite souverainiste
430,012-02,10,CASSARINI,Myriam,Mme,ECO,Ecologistes
431,012-02,11,CLERGUE,Dominique,M.,DVG,Divers gauche
432,012-03,1,COMBES,Bernard,M.,DXG,Divers extrême gauche
433,012-03,2,ROUSSET,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle)
434,012-03,3,TENDIL,Lysiane,Mme,REC,Reconquête !
435,012-03,4,RHIN,Michel,M.,FI,La France Insoumise
436,012-03,5,SAINT-PIERRE,Christophe,M.,LR,Les Républicains
437,012-03,6,CAZORLA,Jean Christophe,M.,RN,Rassemblement National
438,012-03,7,NOEL,Thierry,M.,ECO,Ecologistes
439,012-03,8,MIRAN,Patrice,M.,ECO,Ecologistes
440,012-03,9,DAURES,Jean-Marie,M.,DVD,Divers droite
441,013-01,1,GRECH,Sophie,Mme,REC,Reconquête !
442,013-01,2,BONNARD,Xavier,M.,ECO,Ecologistes
443,013-01,3,CHENNOUF,Ferielle,Mme,ECO,Ecologistes
444,013-01,4,CECONE,Marc,M.,DXG,Divers extrême gauche
445,013-01,5,CARAVELLAZI,Céline,Mme,DSV,Droite souverainiste
446,013-01,6,GIOIA,Victor,M.,DVD,Divers droite
447,013-01,7,AVRIL,Julien,M.,DIV,Divers
448,013-01,8,JABES,Flora,Mme,ECO,Ecologistes
449,013-01,9,ROSIQUE,Thibaud,M.,SOC,Parti socialiste
450,013-01,10,LANZALAVI,Marie,Mme,REG,Régionaliste
451,013-01,11,GRISETI,Monique,Mme,RN,Rassemblement National
452,013-01,12,AGRESTI ROUBACHE,Sabrina,Mme,ENS,Ensemble ! (Majorité présidentielle)
453,013-01,13,BOUALEM-AUBERT,Sarah,Mme,LR,Les Républicains
454,013-02,1,ASSOULY,Avi,M.,ECO,Ecologistes
455,013-02,2,DENNEVAL,Florence,Mme,ECO,Ecologistes
456,013-02,3,ERMACORA,Hélène,Mme,DSV,Droite souverainiste
457,013-02,4,SURRY,Dominique,M.,ECO,Ecologistes
458,013-02,5,PITOLLAT,Claire,Mme,ENS,Ensemble ! (Majorité présidentielle)
459,013-02,6,PERETTI,Sébastien,M.,DIV,Divers
460,013-02,7,PARODI,Clémence,Mme,RN,Rassemblement National
461,013-02,8,PERSIA,Alain,M.,DIV,Divers
462,013-02,9,ESPAZE,Brigitte,Mme,DXG,Divers extrême gauche
463,013-02,10,BERNASCONI,Sabine,Mme,LR,Les Républicains
464,013-02,11,RUPNIK,Alexandre,M.,ECO,Ecologistes
465,013-02,12,GRAFFEO,Jean-Marc,M.,REC,Reconquête !
466,013-03,1,LELOUIS,Gisèle,Mme,RN,Rassemblement National
467,013-03,2,SI AHMED,Nadia,Mme,ECO,Ecologistes
468,013-03,3,BENSAADA,Mohamed,M.,FI,La France Insoumise
469,013-03,4,SAID,Elisabeth,Mme,ECO,Ecologistes
470,013-03,5,D'ANGIO,Sandrine,Mme,REC,Reconquête !
471,013-03,6,TORDJMANN,Adam,M.,ECO,Ecologistes
472,013-03,7,LOUIS,Alexandra,Mme,ENS,Ensemble ! (Majorité présidentielle)
473,013-03,8,COCAIGN,Bruno,M.,DVC,Divers centre
474,013-03,9,PAPPALARDO,Patrick,M.,LR,Les Républicains
475,013-03,10,BELKAROUI,Nora,Mme,REG,Régionaliste
476,013-03,11,GRANDEL,Jacqueline,Mme,DXG,Divers extrême gauche
477,013-04,1,VINCETTI,Elisabeth,Mme,ECO,Ecologistes
478,013-04,2,HEUGUET,Mathilde,Mme,ECO,Ecologistes
479,013-04,3,RASTIT,Sandrine,Mme,REC,Reconquête !
480,013-04,4,DUPUY,Martine,Mme,DXG,Divers extrême gauche
481,013-04,5,MANICACCI,Léa,Mme,REG,Régionaliste
482,013-04,6,BONNET,Isabelle,Mme,DXG,Divers extrême gauche
483,013-04,7,BOMPARD,Manuel,M.,FI,La France Insoumise
484,013-04,8,BOUALEM,Miloud,M.,DVC,Divers centre
485,013-04,9,TELLIER,Julien,M.,RN,Rassemblement National
486,013-04,10,BEN MOHAMED,Kaouther,Mme,DIV,Divers
487,013-04,11,BENSAID,Majid,M.,DIV,Divers
488,013-04,12,TIRERA,Wally,M.,ECO,Ecologistes
489,013-04,13,BIAGGI,Solange,Mme,LR,Les Républicains
490,013-04,14,AKODAD,Najat,Mme,ENS,Ensemble ! (Majorité présidentielle)
491,013-05,1,RUSSO,Joséphine,Mme,DVC,Divers centre
492,013-05,2,MONFERRINI,Christian,M.,ECO,Ecologistes
493,013-05,3,DE BENSASON,Marc,M.,DSV,Droite souverainiste
494,013-05,4,PAGANINI,Vannina,Mme,DVD,Divers droite
495,013-05,5,NGUYÊN-VAN,Mai,Mme,DXG,Divers extrême gauche
496,013-05,6,ANTOINE,Maryline,Mme,LR,Les Républicains
497,013-05,7,BELAÏD,Mourad,M.,DVC,Divers centre
498,013-05,8,DIDOUNE,Djamel,M.,ECO,Ecologistes
499,013-05,9,RACON-BOUZON,Cathy,Mme,ENS,Ensemble ! (Majorité présidentielle)
500,013-05,10,MANIVET,Marine,Mme,REC,Reconquête !
501,013-05,11,MALHOLE,Nathalie,Mme,DXG,Divers extrême gauche
502,013-05,12,VINAPON,Georges,M.,DVG,Divers gauche
503,013-05,13,DURAND,Céline,Mme,ECO,Ecologistes
504,013-05,14,DAVI,Hendrik,M.,FI,La France Insoumise
505,013-05,15,CHAMAYOU,Anne,Mme,DIV,Divers
506,013-05,16,VINCETTI,Quentin,M.,ECO,Ecologistes
507,013-05,17,LAMBERT,Sandrine,Mme,RN,Rassemblement National
508,013-06,1,GOULTINE,Eddie,M.,DVG,Divers gauche
509,013-06,2,BEZ,Éléonore,Mme,RN,Rassemblement National
510,013-06,3,JOUBERT,Michel,M.,DSV,Droite souverainiste
511,013-06,4,HOLAGNE,Magali,Mme,SOC,Parti socialiste
512,013-06,5,HAMICHE,Fazia,Mme,ECO,Ecologistes
513,013-06,6,MOREL,Véronique Catherine Corinne,Mme,DXG,Divers extrême gauche
514,013-06,7,REAULT,Didier,M.,LR,Les Républicains
515,013-06,8,HOCINI,Sophia,Mme,DVG,Divers gauche
516,013-06,9,LAUMONIER,Dominique,M.,ECO,Ecologistes
517,013-06,10,DUBREUIL,Richard,M.,REC,Reconquête !
518,013-06,11,LAREDO,Clara-Maria,Mme,REG,Régionaliste
519,013-06,12,ROYER-PERREAUT,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle)
520,013-06,13,COLLETTE,Angélique,Mme,ECO,Ecologistes
521,013-06,14,GOY,Sophie,Mme,DVC,Divers centre
522,013-07,1,SELLOUM,Arezki,M.,RN,Rassemblement National
523,013-07,2,AMOUCHE,Ali,M.,DVG,Divers gauche
524,013-07,3,ZEROUALI,Karima,Mme,DIV,Divers
525,013-07,4,PÉCOUT,Danièle Mireille Lucienne,Mme,DXG,Divers extrême gauche
526,013-07,5,PROVÉ,François,M.,ECO,Ecologistes
527,013-07,6,MERSALI,Nadia,Mme,ECO,Ecologistes
528,013-07,7,DELOGU,Sébastien,M.,FI,La France Insoumise
529,013-07,8,LONGO,Lorenzo,M.,REC,Reconquête !
530,013-07,9,BOVÉ,Sandrine,Mme,ECO,Ecologistes
531,013-07,10,MEUCHE,Jacobine,Mme,ECO,Ecologistes
532,013-07,11,CHABOUNI,Nourdine,M.,DIV,Divers
533,013-07,12,PERNICE,Stéphane,M.,DXG,Divers extrême gauche
534,013-07,13,DELERIA,Raymond,M.,UDI,Union des Démocrates et des Indépendants
535,013-07,14,AHAMADA,Saïd,M.,ENS,Ensemble ! (Majorité présidentielle)
536,013-08,1,BAZZALI,Rémy,M.,DXG,Divers extrême gauche
537,013-08,2,IMBERT,Sophie,Mme,DIV,Divers
538,013-08,3,AKSIL,Boualam,M.,ECO,Ecologistes
539,013-08,4,FARGE,Jean-Michel,M.,REC,Reconquête !
540,013-08,5,DELIGNY,Eric,M.,FI,La France Insoumise
541,013-08,6,GAGO-CHIDAINE,Victor,M.,ECO,Ecologistes
542,013-08,7,MEHL,Daniel,M.,ECO,Ecologistes
543,013-08,8,ZULESI,Jean-Marc,M.,ENS,Ensemble ! (Majorité présidentielle)
544,013-08,9,TONUSSI,Romain,M.,RN,Rassemblement National
545,013-08,10,YTIER,David,M.,LR,Les Républicains
546,013-08,11,GALHARAGUE,Edith,Mme,DSV,Droite souverainiste
547,013-09,1,OTCHAKOVSKY,François,M.,DXG,Divers extrême gauche
548,013-09,2,LACHIQUE,Simon,M.,ECO,Ecologistes
549,013-09,3,MICHEL,Aurélien,M.,DIV,Divers
550,013-09,4,BENARIOUA,Rebia,M.,DVG,Divers gauche
551,013-09,5,LEGUEM,Laurence,Mme,REC,Reconquête !
552,013-09,6,TROTTMANN,Lucas,M.,FI,La France Insoumise
553,013-09,7,KNEZEVIC,Hélène,Mme,DSV,Droite souverainiste
554,013-09,8,GIBERTI,Roland,M.,LR,Les Républicains
555,013-09,9,REYNAUD,Jean,M.,REG,Régionaliste
556,013-09,10,MAS-FRAISSINET,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle)
557,013-09,11,SCHIPANI,Giovanni,M.,DVD,Divers droite
558,013-09,12,RAYNAUD,Coralie,Mme,DXG,Divers extrême gauche
559,013-09,13,COMBO,Daniel,M.,ECO,Ecologistes
560,013-09,14,BREGEON,Amélie,Mme,DVC,Divers centre
561,013-09,15,MÉLIN,Joëlle,Mme,RN,Rassemblement National
562,013-10,1,MESURE,Marina,Mme,FI,La France Insoumise
563,013-10,2,DAUDE,Patrice,M.,ECO,Ecologistes
564,013-10,3,COURTARO,Jean-Philippe,M.,REC,Reconquête !
565,013-10,4,VALIENTE,Jean-Claude,M.,DXG,Divers extrême gauche
566,013-10,5,GOZZI,Magali,Mme,REG,Régionaliste
567,013-10,6,BRUN,Stéphanie,Mme,DSV,Droite souverainiste
568,013-10,7,GONZALEZ,José,M.,RN,Rassemblement National
569,013-10,8,COUTENET,Nathalie,Mme,DVC,Divers centre
570,013-10,9,PEROTTINO,Serge,M.,LR,Les Républicains
571,013-10,10,COLANTONIO,Céline,Mme,ECO,Ecologistes
572,013-10,11,MARTI,Robert,M.,DSV,Droite souverainiste
573,013-10,12,BOURCET-GINER,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle)
574,013-10,13,DESBLANCS,Lucie,Mme,ECO,Ecologistes
575,013-11,1,BRUN,Rodolphe,M.,ECO,Ecologistes
576,013-11,2,MARIA,Charlotte,Mme,DXG,Divers extrême gauche
577,013-11,3,SALORD,Stéphane,M.,ECO,Ecologistes
578,013-11,4,EL DEBS,Sébastien,M.,DSV,Droite souverainiste
579,013-11,5,PIANO,Jérémie,M.,REC,Reconquête !
580,013-11,6,HADJALI,Romain,M.,ECO,Ecologistes
581,013-11,7,FANFAN,Céline,Mme,ECO,Ecologistes
582,013-11,8,FABRE-AUBRESPY,Hervé,M.,RN,Rassemblement National
583,013-11,9,LAQHILA,Mohamed,M.,ENS,Ensemble ! (Majorité présidentielle)
584,013-11,10,LIBERMAN,Hervé,M.,UDI,Union des Démocrates et des Indépendants
585,013-11,11,VIRZI,Elodie,Mme,DVC,Divers centre
586,013-11,12,DELALANDE,Régis,M.,REG,Régionaliste
587,013-11,13,CASTEL,Rodolph,M.,DVG,Divers gauche
588,013-12,1,CASTANET,Audrey,Mme,ECO,Ecologistes
589,013-12,2,DJEDOU,Faouzi,M.,DVG,Divers gauche
590,013-12,3,DELESPAUL,Hervé,M.,DSV,Droite souverainiste
591,013-12,4,CLOSTERMANN,Jacques,M.,REC,Reconquête !
592,013-12,5,ROCHE,François,M.,DXG,Divers extrême gauche
593,013-12,6,ALLISIO,Franck,M.,RN,Rassemblement National
594,013-12,7,CHAUVIN,Isabelle,Mme,FI,La France Insoumise
595,013-12,8,RIBEIRO,Stéphane,M.,ECO,Ecologistes
596,013-12,9,DIARD,Eric,M.,LR,Les Républicains
597,013-13,1,VILLECOURT-GIL,Christiane,Mme,REC,Reconquête !
598,013-13,2,DHARRÉVILLE,Pierre,M.,COM,Parti communiste français
599,013-13,3,BUSSON,Stéphanie,Mme,DSV,Droite souverainiste
600,013-13,4,MAINVILLE,Marie,Mme,ECO,Ecologistes
601,013-13,5,FOUQUART,Emmanuel,M.,RN,Rassemblement National
602,013-13,6,FRANZI,Olivia,Mme,ECO,Ecologistes
603,013-13,7,CHEVREUX,Joël-Pierre,M.,ECO,Ecologistes
604,013-13,8,LOPEZ,Francis,M.,DIV,Divers
605,013-13,9,ROUBY,Isabelle,Mme,LR,Les Républicains
606,013-13,10,MÉTRAL,Cyril,M.,DXG,Divers extrême gauche
607,013-13,11,BOISSIN,Thierry,M.,ENS,Ensemble ! (Majorité présidentielle)
608,013-14,1,CALBET,Catie,Mme,REC,Reconquête !
609,013-14,2,KAVAZIAN,Alain,M.,ECO,Ecologistes
610,013-14,3,BOULAN,Michel,M.,LR,Les Républicains
611,013-14,4,BONIN,Fabrice,M.,DSV,Droite souverainiste
612,013-14,5,COCH,Emeline,Mme,RN,Rassemblement National
613,013-14,6,LE CACHEUX,Hélène,Mme,FI,La France Insoumise
614,013-14,7,MICHON,Valérie,Mme,ECO,Ecologistes
615,013-14,8,ROCHE,Anne,Mme,DXG,Divers extrême gauche
616,013-14,9,LONG,Cédric,M.,REG,Régionaliste
617,013-14,10,PETEL,Anne-Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
618,013-14,11,DE BUSSCHERE,Charlotte,Mme,ECO,Ecologistes
619,013-14,12,BOURGAREL,Rémi,M.,DVC,Divers centre
620,013-15,1,REYNÈS,Bernard,M.,LR,Les Républicains
621,013-15,2,TESTUT,Anne,Mme,DXG,Divers extrême gauche
622,013-15,3,VERNAY,Tanguy,M.,DIV,Divers
623,013-15,4,CHARIN,Simone,Mme,DSV,Droite souverainiste
624,013-15,5,JUNG,Michèle,Mme,FI,La France Insoumise
625,013-15,6,ANZALONE,Marie-Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
626,013-15,7,OUKKAL,Nadia,Mme,DVC,Divers centre
627,013-15,8,LAPEYRE,Nicolas,M.,ECO,Ecologistes
628,013-15,9,KLEIN,Sandrine,Mme,ECO,Ecologistes
629,013-15,10,BANDERIER-ZAHIR,Mounia,Mme,DVG,Divers gauche
630,013-15,11,BAUBRY,Romain,M.,RN,Rassemblement National
631,013-15,12,MARCHAND,Audrey,Mme,REC,Reconquête !
632,013-16,1,TACHE DE LA PAGERIE,Emmanuel,M.,RN,Rassemblement National
633,013-16,2,CESARI,Cédric,M.,ECO,Ecologistes
634,013-16,3,REMISE,Jean-Guillaume,M.,REC,Reconquête !
635,013-16,4,CAILLAULT,Christophe,M.,SOC,Parti socialiste
636,013-16,5,DUBOST,Guy,M.,DXG,Divers extrême gauche
637,013-16,6,CAILLAUD,Mariana,Mme,ENS,Ensemble ! (Majorité présidentielle)
638,013-16,7,MELONI,Jean-Baptiste,M.,DIV,Divers
639,013-16,8,LAUPIES,Valérie,Mme,DSV,Droite souverainiste
640,013-16,9,PASQUINI,Sylvie,Mme,DXG,Divers extrême gauche
641,013-16,10,SANCHEZ,Grégory,M.,ECO,Ecologistes
642,014-01,1,THOMAS,Florent,M.,ECO,Ecologistes
643,014-01,2,CORBERY,Blaise,M.,DVG,Divers gauche
644,014-01,3,CASEVITZ,Pierre,M.,DXG,Divers extrême gauche
645,014-01,4,CHAHINE,Anne-Laure,Mme,REC,Reconquête !
646,014-01,5,SIMONNET,Sophie,Mme,LR,Les Républicains
647,014-01,6,LIBAN,Josseline,Mme,RN,Rassemblement National
648,014-01,7,BLOUIN,Marlène,Mme,DSV,Droite souverainiste
649,014-01,8,LE VIGOUREUX,Fabrice,M.,ENS,Ensemble ! (Majorité présidentielle)
650,014-01,9,GALLOIS,Jérémy,M.,DVG,Divers gauche
651,014-01,10,FOURREAU,Emma,Mme,FI,La France Insoumise
652,014-02,1,BROU,Camille,Mme,LR,Les Républicains
653,014-02,2,GARCIA,Christophe,M.,DXG,Divers extrême gauche
654,014-02,3,DESLANDES,Céline,Mme,RN,Rassemblement National
655,014-02,4,CRONIER,Virginie,Mme,DVC,Divers centre
656,014-02,5,CAILLEMER,Esteline,Mme,REC,Reconquête !
657,014-02,6,FRANCOISE,Angélique,Mme,DSV,Droite souverainiste
658,014-02,7,DUMONT PRIEUX,Sylvie,Mme,ENS,Ensemble ! (Majorité présidentielle)
659,014-02,8,AMBOURG,Philippe,M.,DSV,Droite souverainiste
660,014-02,9,LERENDU,Julien,M.,ECO,Ecologistes
661,014-02,10,DELAPORTE,Arthur,M.,SOC,Parti socialiste
662,014-02,11,SÉNÉTAIRE,Vincent,M.,DXG,Divers extrême gauche
663,014-03,1,LECONTE,Elisabeth,Mme,DXG,Divers extrême gauche
664,014-03,2,MAFIODO,Steven,M.,DSV,Droite souverainiste
665,014-03,3,PATRIER-LEITUS,Jérémie,M.,ENS,Ensemble ! (Majorité présidentielle)
666,014-03,4,PORTE,Nathalie,Mme,LR,Les Républicains
667,014-03,5,FAUVAGE,Edouard,M.,REC,Reconquête !
668,014-03,6,VILMET,Martine,Mme,RN,Rassemblement National
669,014-03,7,SÉNÉCAL,Sylvie,Mme,DVG,Divers gauche
670,014-03,8,LANGEVIN,Michel,M.,DXG,Divers extrême gauche
671,014-03,9,CANU,Didier,M.,FI,La France Insoumise
672,014-03,10,GUZMAN VELEZ,Johann,M.,ECO,Ecologistes
673,014-04,1,BLANCHET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle)
674,014-04,2,GAUGAIN,Sophie,Mme,LR,Les Républicains
675,014-04,3,PERRIN,Florence,Mme,DSV,Droite souverainiste
676,014-04,4,MOURARET,Pierre,M.,COM,Parti communiste français
677,014-04,5,COTHIER,Florence,Mme,REC,Reconquête !
678,014-04,6,LORIMIER,Manuel,M.,ECO,Ecologistes
679,014-04,7,LAGARDE,Louis,M.,DVC,Divers centre
680,014-04,8,POIROT-BOURDAIN,Patrick,M.,DXG,Divers extrême gauche
681,014-04,9,BELONCLE,Patrick,M.,RN,Rassemblement National
682,014-05,1,HAREL,Valérie,Mme,ECO,Ecologistes
683,014-05,2,BOUYX,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle)
684,014-05,3,CHAPRON,Philippe,M.,RN,Rassemblement National
685,014-05,4,BOISSEL,Anne,Mme,DSV,Droite souverainiste
686,014-05,5,BRUNSCHVICG,Xavier,M.,DVG,Divers gauche
687,014-05,6,NOUVELOT,Cédric,M.,LR,Les Républicains
688,014-05,7,MULLER,Nicolas,M.,DVD,Divers droite
689,014-05,8,FRIQUET,Michaël,M.,ECO,Ecologistes
690,014-05,9,PELTRE,Isabelle,Mme,DXG,Divers extrême gauche
691,014-05,10,MESGUICH,Philippe,M.,REC,Reconquête !
692,014-06,1,LAHALLE,Lynda,Mme,DVD,Divers droite
693,014-06,2,BORNE,Elisabeth,Mme,ENS,Ensemble ! (Majorité présidentielle)
694,014-06,3,SAAD,Jemâa,Mme,DVG,Divers gauche
695,014-06,4,GEORGET,Pascale,Mme,DXG,Divers extrême gauche
696,014-06,5,GUETTIER,Mickaël,M.,DSV,Droite souverainiste
697,014-06,6,ORMAIN,François,M.,DVC,Divers centre
698,014-06,7,GAUCHARD,Noé,M.,FI,La France Insoumise
699,014-06,8,MBELO,Anne-Lyse,Mme,DVG,Divers gauche
700,014-06,9,DUPONT,Valérie,Mme,REC,Reconquête !
701,014-06,10,BATTAIL,Bruno,M.,ECO,Ecologistes
702,014-06,11,ROY,Jean-Philippe,M.,RN,Rassemblement National
703,015-01,1,DESCOEUR,Vincent,M.,LR,Les Républicains
704,015-01,2,DAUVILLIER,Rémy,M.,DXG,Divers extrême gauche
705,015-01,3,TEYSSEDOU,Michel,M.,ENS,Ensemble ! (Majorité présidentielle)
706,015-01,4,DE  BALINCOURT,Guillaume,M.,REC,Reconquête !
707,015-01,5,GALLAIS,Dorothée,Mme,RN,Rassemblement National
708,015-01,6,MACIAZEK,Michel,M.,FI,La France Insoumise
709,015-01,7,DELPONT,Jean-Pierre,M.,DVD,Divers droite
710,015-02,1,BONY,Jean-Yves,M.,LR,Les Républicains
711,015-02,2,GUIBERT,Martine,Mme,ENS,Ensemble ! (Majorité présidentielle)
712,015-02,3,CHEIKHI,Mona,Mme,DXG,Divers extrême gauche
713,015-02,4,LACROIX,Gilles,M.,RN,Rassemblement National
714,015-02,5,DELMOURE,Jean-René,M.,ECO,Ecologistes
715,015-02,6,CHEYROL,Antoine,M.,REC,Reconquête !
716,015-02,7,TOTY,Louis,M.,DVD,Divers droite
717,015-02,8,MORILLE,Mélody,Mme,FI,La France Insoumise
718,016-01,1,MARTINESE,Anna,Mme,RN,Rassemblement National
719,016-01,2,NICOLAS,Olivier,M.,DXG,Divers extrême gauche
720,016-01,3,DE LORGERIL,Dominique,M.,REC,Reconquête !
721,016-01,4,MESNIER,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle)
722,016-01,5,BERTHELOT,Corinne,Mme,ECO,Ecologistes
723,016-01,6,PILATO,René,M.,FI,La France Insoumise
724,016-01,7,CLERGEAU,Alice,Mme,LR,Les Républicains
725,016-01,8,DAURÉ,Jean-François,M.,DVG,Divers gauche
726,016-02,1,GORIAUX,Daphné,Mme,REC,Reconquête !
727,016-02,2,MARSAUD,Sandra,Mme,ENS,Ensemble ! (Majorité présidentielle)
728,016-02,3,CAULLIEZ,Quentin,M.,ECO,Ecologistes
729,016-02,4,DESBROSSE,Jérôme,M.,DVG,Divers gauche
730,016-02,5,SAUTON,William,M.,DSV,Droite souverainiste
731,016-02,6,BATAILLE,Carole,Mme,ECO,Ecologistes
732,016-02,7,LELIÈVRE,Jean-Hubert,M.,LR,Les Républicains
733,016-02,8,BESSAS,Françoise,Mme,DXG,Divers extrême gauche
734,016-02,9,RAPPASSE,Marceau,M.,RN,Rassemblement National
735,016-02,10,CHEVALIER,Chloé,Mme,FI,La France Insoumise
736,016-03,1,CURGALI,Patrick,M.,DXG,Divers extrême gauche
737,016-03,2,MOCOEUR,Sylvie,Mme,ENS,Ensemble ! (Majorité présidentielle)
738,016-03,3,LAMBERT,Jérôme,M.,DVG,Divers gauche
739,016-03,4,NOËL,Marie-Pierre,Mme,SOC,Parti socialiste
740,016-03,5,ALLONCLE,Nathalie,Mme,DSV,Droite souverainiste
741,016-03,6,GUIGNARD,Pierre Henri,M.,LR,Les Républicains
742,016-03,7,FOUILLET,Laurent,M.,DIV,Divers
743,016-03,8,DE CLISSON,Aurore,Mme,REC,Reconquête !
744,016-03,9,BARUCH,Sandrine,Mme,DVC,Divers centre
745,016-03,10,COLOMBIER,Caroline,Mme,RN,Rassemblement National
746,016-03,11,RAGUET,Alexandre,M.,DXG,Divers extrême gauche
747,016-03,12,LALANNE,Francis,M.,ECO,Ecologistes
748,016-03,13,TOMSIN,Eric,M.,ECO,Ecologistes
749,017-01,1,RICHEZ-LEROUGE,Véronique,Mme,DVC,Divers centre
750,017-01,2,FALORNI,Olivier,M.,RDG,Parti radical de gauche
751,017-01,3,CHAIR,Agnès,Mme,ECO,Ecologistes
752,017-01,4,PERE,Philippe,M.,DIV,Divers
753,017-01,5,MADELAINE,Martine,Mme,ENS,Ensemble ! (Majorité présidentielle)
754,017-01,6,COLIN,Antoine,M.,DXG,Divers extrême gauche
755,017-01,7,SOUBESTE,Jean-Marc,M.,ECO,Ecologistes
756,017-01,8,TANGUY,Nadine,Mme,DVD,Divers droite
757,017-01,9,NÉDELLEC,Marie,Mme,DVG,Divers gauche
758,017-01,10,CHAUVEAU,Emma,Mme,RN,Rassemblement National
759,017-01,11,FRANÇOIS,Nicolas,M.,REC,Reconquête !
760,017-02,1,LABICHE,David,M.,LR,Les Républicains
761,017-02,2,SERRURIER,Evelyne,Mme,ECO,Ecologistes
762,017-02,3,AUGER,Thierry,M.,DXG,Divers extrême gauche
763,017-02,4,ISELI,Claude,Mme,DSV,Droite souverainiste
764,017-02,5,FORNILI,Marie,Mme,COM,Parti communiste français
765,017-02,6,LARCHER,Adrien,M.,ECO,Ecologistes
766,017-02,7,GIRAUD,Corinne,Mme,REC,Reconquête !
767,017-02,8,GUERIT,Richard,M.,RN,Rassemblement National
768,017-02,9,RAYMOND,Nordine,M.,FI,La France Insoumise
769,017-02,10,CASTELLO,Frédéric,M.,DXG,Divers extrême gauche
770,017-02,11,BABAULT,Anne-Laure,Mme,ENS,Ensemble ! (Majorité présidentielle)
771,017-03,1,RICHÉ,Philippe,M.,DSV,Droite souverainiste
